key,term,es,overlap,ledge,metagene,perc
LM-H_vs_p-L_DOWN,regulation of signal transduction (GO:0009966),-0.6551669902039335,,INSR;CLU;AKR1C3;TCF7L1;FGFR2;IGFBP6;GATA3;GNG7;DHRS3;PLCE1;CD24;EPHA4;IGFBP3;SEMA5A;EPHB6,,0.0
LM-H_vs_p-L_DOWN,circulatory system development (GO:0072359),-0.671594282624914,,SOX4;TGFB2;GATA3;PLCE1;PCSK5;MEF2C;RARB,,0.0
LM-H_vs_p-L_DOWN,neuron development (GO:0048666),-0.6759152192360582,,SKIL;TGFB2;MAP2;BTG2;MEF2C,,0.0
2_vs_p-L_DOWN,regulation of apoptotic process (GO:0042981),-0.5214003699012891,,ING4;SOX4;MAP3K8;FGD3;CLU;FGFR2;TRIM2;MAGED1;SIX4;FOXA1;MAP2K6;DAB2;EPHA4;PCSK9;CTSH;DAPK2;TNFSF10;IGFBP3;CRYAB;EPHB6;MEF2C,,0.0
2_vs_p-L_DOWN,proteolysis (GO:0006508),-0.6525085158970755,,MMP2;WFDC2;HTRA3;TMPRSS3;OLR1;CTSH;TMPRSS4;PCSK5;TMPRSS11E,,0.0
2_vs_p-L_DOWN,positive regulation of MAPK cascade (GO:0043410),-0.654365536807988,,GPNMB;ACKR3;FGFR2;CD24;EPHA4;EPHB6;PDGFD,,0.0
2_vs_p-L_DOWN,cytoskeleton organization (GO:0007010),-0.679128808844586,,KRT4;KRT13;ZMYM2,,0.0
2_vs_p-L_DOWN,regulation of signal transduction (GO:0009966),-0.6813752611827617,,AKR1C3;TCF7L1;CLU;FGFR2;PLCE1;IGFBP6;DHRS3;GATA3;CD24;EPHA4;IGFBP3;EPHB6;SEMA5A,,0.0
8_vs_p-L_DOWN,SRP-dependent cotranslational protein targeting to membrane (GO:0006614),0.5964053808767905,,RPS15A;RPL36;RPS21;RPS8;RPS20;RPL11;RPL6;RPL18A;RPL5;RPS19;RPS15;RPL10A;RPL7;RPSA;RPL13;RPL3;SRP14;RPL37;RPS27;SEC61B;RPS3A;RPL24;RPS29;RPL38;RPL30;RPS27A;RPS28;RPL14;RPL8,,0.0
8_vs_p-L_DOWN,viral transcription (GO:0019083),0.5777549335535204,,RPS15A;RPL36;RPS21;RPS8;RPS20;RPL11;RPL6;RPL18A;RPL5;RPS19;RPS15;RPL10A;RPL7;RPSA;RPL13;RPL3;RPL37;RPS27;RPS3A;RPL24;RPS29;RPL38;RPL30;RPS27A;RPS28;RPL14;RPL8,,0.0
8_vs_p-L_DOWN,viral gene expression (GO:0019080),0.5777549335535204,,RPS15A;RPL36;RPS21;RPS8;RPS20;RPL11;RPL6;RPL18A;RPL5;RPS19;RPS15;RPL10A;RPL7;RPSA;RPL13;RPL3;RPL37;RPS27;RPS3A;RPL24;RPS29;RPL38;RPL30;RPS27A;RPS28;RPL14;RPL8,,0.0
8_vs_p-L_DOWN,protein targeting to ER (GO:0045047),0.5451151415825385,,RPS15A;RPL36;RPS21;RPS8;RPS20;RPL11;RPL6;RPL18A;RPL5;RPS19;RPS15;RPL10A;RPL7;RPSA;RPL13;RPL3;SRP14;RPL37;RPS27;RPS3A;RPL24;RPS29;RPL38;RPL30;RPS27A;RPS28;RPL14;RPL8,,0.0
8_vs_p-L_DOWN,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)",0.4848111215572847,,RPS15A;RPL36;RPS21;RPS8;RPS20;RPL11;RPL6;RPL18A;RPL5;RPS19;RPS15;RPL10A;RPL7;RPSA;RPL13;RPL3;RPL37;RPS27;RPS3A;RPL24;RPS29;RPL38;RPL30;RPS27A;RPS28;EIF3E;RPL14;RPL8;EIF4A3;RPL15;NCBP2,,0.0
8_vs_p-L_DOWN,cotranslational protein targeting to membrane (GO:0006613),0.4714670828999947,,RPS15A;RPL36;RPS21;RPS8;RPS20;RPL11;RPL6;RPL18A;RPL5;RPS19;RPS15;RPL10A;RPL7;RPSA;RPL13;RPL3;SRP14;RPL37;RPS27;RPS3A;RPL24;RPS29;RPL38;RPL30;RPS27A;RPS28;RPL14;RPL8,,0.0
8_vs_p-L_DOWN,ncRNA processing (GO:0034470),0.43784582590651766,,RPS15A;RPL36;RPS21;RPS8;RPS20;RPL11;RPL6;RPL18A;RPL5;RPS19;RPS15;RPL10A;RPL7;RPSA;RPL13;RPL3;RPL37;RPS27;RPS3A;RPL24;RPS29;RPL38;RPL30;RPS27A;RPS28;RPL14;RPL8,,0.0
8_vs_p-L_DOWN,rRNA metabolic process (GO:0016072),0.43784582590651766,,RPS15A;RPL36;RPS21;RPS8;RPS20;RPL11;RPL6;RPL18A;RPL5;RPS19;RPS15;RPL10A;RPL7;RPSA;RPL13;RPL3;RPL37;RPS27;RPS3A;RPL24;RPS29;RPL38;RPL30;RPS27A;RPS28;RPL14;RPL8,,0.0
8_vs_p-L_DOWN,ribosome biogenesis (GO:0042254),0.4033343372886571,,RPS15A;RPL36;RPS21;RPS8;RPS20;RPL11;RPL6;RPL18A;RPL5;RPS19;RPS15;RPL10A;RPL7;RPSA;RPL13;RPL3;RPL37;RPS27;RPS3A;RPL24;RPS29;RPL38;RPL30;RPS27A;RPS28;RPL14;RPL8,,0.0
8_vs_p-L_DOWN,rRNA processing (GO:0006364),0.3933339795427938,,RPS15A;RPL36;RPS21;RPS8;RPS20;RPL11;RPL6;RPL18A;RPL5;RPS19;RPS15;RPL10A;RPL7;RPSA;RPL13;RPL3;RPL37;RPS27;RPS3A;RPL24;RPS29;RPL38;RPL30;RPS27A;RPS28;RPL14;RPL8;NSA2;RSL1D1,,0.0
8_vs_p-L_DOWN,viral process (GO:0016032),0.38013294280066234,,RPS15A;RPL36;RPS21;RPS8;RPS20;RPL11;RPL6;RPL18A;RPL5;RPS19;RPS15;RPL10A;RPL7;RPSA;RPL13;RPL3;RPL37;RPS27;RPS3A;RPL24;RPS29;RPL38;RPL30;RPS27A;RPS28;AP2M1;RPL14;EIF3F;RPL8;CHMP5,,0.0
8_vs_p-L_DOWN,nuclear-transcribed mRNA catabolic process (GO:0000956),0.3406602934762232,,RPS15A;RPL36;RPS21;RPS8;RPS20;RPL11;RPL6;RPL18A;RPL5;RPS19;RPS15;RPL10A;RPL7;RPSA;RPL13;RPL3;RPL37;RPS27;RPS3A;RPL24;RPS29;RPL38;RPL30;RPS27A;RPS28;EIF3E;RPL14;RPL8;EIF4A3;RPL15;CSDE1;NCBP2,,0.0
8_vs_p-L_DOWN,translation (GO:0006412),0.2746215027204942,,RPS15A;RPL36;RPS21;RPS8;RPS20;RPL11;RPL6;RPL18A;RPL5;RPS19;RPS15;RPL10A;RPL7;RPSA;RPL13;RPL3;EEF1D;RPL37;RPS27;RPS3A;RPL24;RPS29;EEF2;RPL38;RPL30;RPS27A;RPS28;MRPL11;RPL14;RPL8;RSL1D1;RPL15;MRPL28;MRPS18B;EIF4G1;DHPS;RSL24D1;MRPS7;MRPL36;RPS16;MRPS14;IGF2BP3;COPS5;MRPL4;MRPL3,,0.0
8_vs_p-L_DOWN,peptide biosynthetic process (GO:0043043),0.27132957582251555,,RPS15A;RPL36;RPS21;RPS8;RPS20;RPL11;RPL6;RPL18A;RPL5;RPS19;RPS15;RPL10A;RPL7;RPSA;RPL13;RPL3;RPL37;RPS27;RPS3A;RPL24;RPS29;RPL38;RPL30;RPS27A;RPS28;MRPL11;RPL14;RPL8;RSL1D1;RPL15;MRPL28;MRPS18B;EIF4G1;DHPS;RSL24D1;MRPS7;MRPL36;RPS16;MRPS14;IGF2BP3;COPS5;MRPL4;MRPL3,,0.0
8_vs_p-L_DOWN,"positive regulation of transcription, DNA-templated (GO:0045893)",-0.4673571726719329,,HES1;REL;ATF6B;MYC;WBP2;IER2;TNFRSF1A;ABHD14B;OSR2;PSMD9;LEO1;GATA3;NFE4;ELF3;VGLL1;NKX2-8,,0.0
8_vs_p-L_DOWN,negative regulation of gene expression (GO:0010629),-0.49941941062677214,,GATA3;NUDT16;ZFP36L2;ZFP36;ELF3;BTG2;TOB1,,0.0
8_vs_p-L_DOWN,regulation of gene expression (GO:0010468),-0.5001902350427434,,EFEMP1;CLU;MLF2;REL;ZFP36L1;MYC;ZNF584;PRKAA1;ATXN7L3B;TOB2;OSR2;AGR2;FASTK;NFE4;CTSH;VGLL1;TOB1,,0.0
