pair,Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
8_vs_p-L_DOWN,rRNA processing (GO:0006364),0.3933339795427938,477.58403656889743,0.0,0.00819946452476573,203,36,RPS15A;RPL36;RPS21;RPS8;RPS20;RPL11;RPL6;RPL18A;RPL5;RPS19;RPS15;RPL10A;RPL7;RPSA;RPL13;RPL3;RPL37;RPS27;RPS3A;RPL24;RPS29;RPL38;RPL30;RPS27A;RPS28;RPL14;RPL8;NSA2;RSL1D1;RPL15;WDR43;RRP15;RPS16;EBNA1BP2;WDR18;MRPS12,RPS15A;RPL36;RPS21;RPS8;RPS20;RPL11;RPL6;RPL18A;RPL5;RPS19;RPS15;RPL10A;RPL7;RPSA;RPL13;RPL3;RPL37;RPS27;RPS3A;RPL24;RPS29;RPL38;RPL30;RPS27A;RPS28;RPL14;RPL8;NSA2;RSL1D1
8_vs_p-L_DOWN,cotranslational protein targeting to membrane (GO:0006613),0.4714670828999947,694.9155942769539,0.0,0.010542168674698796,94,34,RPS15A;RPL36;RPS21;RPS8;RPS20;RPL11;RPL6;RPL18A;RPL5;RPS19;RPS15;RPL10A;RPL7;RPSA;RPL13;RPL3;SRP14;RPL37;RPS27;RPS3A;RPL24;RPS29;RPL38;RPL30;RPS27A;RPS28;RPL14;RPL8;RPL15;TRAM1;SEC62;SSR2;RPS16;MRPS12,RPS15A;RPL36;RPS21;RPS8;RPS20;RPL11;RPL6;RPL18A;RPL5;RPS19;RPS15;RPL10A;RPL7;RPSA;RPL13;RPL3;SRP14;RPL37;RPS27;RPS3A;RPL24;RPS29;RPL38;RPL30;RPS27A;RPS28;RPL14;RPL8
8_vs_p-L_DOWN,nuclear-transcribed mRNA catabolic process (GO:0000956),0.3406602934762232,765.5255496375639,0.0,0.013177710843373495,175,37,RPS15A;RPL36;RPS21;RPS8;RPS20;RPL11;RPL6;RPL18A;RPL5;RPS19;RPS15;RPL10A;RPL7;RPSA;RPL13;RPL3;RPL37;RPS27;RPS3A;RPL24;RPS29;RPL38;RPL30;RPS27A;RPS28;EIF3E;RPL14;RPL8;EIF4A3;RPL15;CSDE1;NCBP2;EIF4G1;RPS16;ZFP36L1;MRPS12;ZFP36,RPS15A;RPL36;RPS21;RPS8;RPS20;RPL11;RPL6;RPL18A;RPL5;RPS19;RPS15;RPL10A;RPL7;RPSA;RPL13;RPL3;RPL37;RPS27;RPS3A;RPL24;RPS29;RPL38;RPL30;RPS27A;RPS28;EIF3E;RPL14;RPL8;EIF4A3;RPL15;CSDE1;NCBP2
8_vs_p-L_DOWN,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)",0.4848111215572847,194.75119466423504,0.0,0.017570281124497992,113,34,RPS15A;RPL36;RPS21;RPS8;RPS20;RPL11;RPL6;RPL18A;RPL5;RPS19;RPS15;RPL10A;RPL7;RPSA;RPL13;RPL3;RPL37;RPS27;RPS3A;RPL24;RPS29;RPL38;RPL30;RPS27A;RPS28;EIF3E;RPL14;RPL8;EIF4A3;RPL15;NCBP2;EIF4G1;RPS16;MRPS12,RPS15A;RPL36;RPS21;RPS8;RPS20;RPL11;RPL6;RPL18A;RPL5;RPS19;RPS15;RPL10A;RPL7;RPSA;RPL13;RPL3;RPL37;RPS27;RPS3A;RPL24;RPS29;RPL38;RPL30;RPS27A;RPS28;EIF3E;RPL14;RPL8;EIF4A3;RPL15;NCBP2
8_vs_p-L_DOWN,negative regulation of gene expression (GO:0010629),-0.49941941062677214,-1.5591073375231848,0.04196519959058342,0.8806949918849989,619,23,ID1;CALR;GAPDH;AES;EIF4A3;SUDS3;RBFOX2;SMARCE1;CPNE1;NIPBL;IGF2BP3;PHB2;HES1;REL;FXR1;EID1;GATA3;NUDT16;ZFP36L2;ZFP36;ELF3;BTG2;TOB1,GATA3;NUDT16;ZFP36L2;ZFP36;ELF3;BTG2;TOB1
8_vs_p-L_DOWN,"positive regulation of transcription, DNA-templated (GO:0045893)",-0.4673571726719329,-1.493639746755952,0.04263959390862944,0.9315345080763583,1121,28,RPS27A;ENY2;MYDGF;WDR43;IL18;JUNB;HOXC10;ELF1;BRD4;ITGB1BP1;AAMDC;COPS5;HES1;REL;ATF6B;MYC;WBP2;IER2;TNFRSF1A;ABHD14B;OSR2;PSMD9;LEO1;GATA3;NFE4;ELF3;VGLL1;NKX2-8,HES1;REL;ATF6B;MYC;WBP2;IER2;TNFRSF1A;ABHD14B;OSR2;PSMD9;LEO1;GATA3;NFE4;ELF3;VGLL1;NKX2-8
8_vs_p-L_DOWN,regulation of gene expression (GO:0010468),-0.5001902350427434,-1.5924485148804963,0.019153225806451613,1.0,1038,29,RPL11;RPL6;RPL5;CALR;PRMT1;AES;BTG1;EIF4A3;SMARCE1;CPNE1;AHNAK;CAMK2N1;EFEMP1;CLU;MLF2;REL;ZFP36L1;MYC;ZNF584;PRKAA1;ATXN7L3B;TOB2;OSR2;AGR2;FASTK;NFE4;CTSH;VGLL1;TOB1,EFEMP1;CLU;MLF2;REL;ZFP36L1;MYC;ZNF584;PRKAA1;ATXN7L3B;TOB2;OSR2;AGR2;FASTK;NFE4;CTSH;VGLL1;TOB1
7_vs_p-L_DOWN,SRP-dependent cotranslational protein targeting to membrane (GO:0006614),0.6306588426490658,3218.4473700282942,0.0,0.0,90,55,RPLP1;RPS11;UBA52;RPL28;RPL36;RPL41;RPL22;RPL5;RPL37A;RPL24;RPL34;RPL26;RPL19;RPLP2;RPLP0;RPL36A;RPS20;RPS9;RPSA;RPS23;RPS5;RPS15;RPS7;RPL31;RPS25;RPL6;RPL7;RPL23A;RPS21;RPL39;RPL10A;RPL11;RPL3;RPS8;RPL13A;RPL37;RPS15A;RPL18A;RPS27A;RPS19;RPL8;RPS6;RPL38;RPL14;RPL30;RPL13;RPS4X;RPL10;RPS29;MRPS12;RPS27;RPS3A;RPS28;RPL15;RPS16,RPLP1;RPS11;UBA52;RPL28;RPL36;RPL41;RPL22;RPL5;RPL37A;RPL24;RPL34;RPL26;RPL19;RPLP2;RPLP0;RPL36A;RPS20;RPS9;RPSA;RPS23;RPS5;RPS15;RPS7;RPL31;RPS25;RPL6;RPL7;RPL23A;RPS21;RPL39;RPL10A;RPL11;RPL3;RPS8;RPL13A;RPL37;RPS15A;RPL18A;RPS27A;RPS19;RPL8;RPS6;RPL38;RPL14;RPL30;RPL13;RPS4X;RPL10;RPS29;MRPS12;RPS27;RPS3A;RPS28;RPL15
7_vs_p-L_DOWN,nuclear-transcribed mRNA catabolic process (GO:0000956),0.4626230732827273,2445.6798727929126,0.0,0.0,175,60,RPLP1;RPS11;UBA52;RPL28;RPL36;RPL41;RPL22;RPL5;RPL37A;RPL24;RPL34;RPL26;RPL19;RPLP2;RPLP0;RPL36A;RPS20;RPS9;RPSA;RPS23;RPS5;RPS15;EIF4A2;RPS7;RPL31;RPS25;RPL6;RPL7;RPL23A;RPS21;RPL39;RPL10A;RPL11;RPL3;RPS8;RPL13A;RPL37;RPS15A;EIF3E;RPL18A;RPS27A;RPS19;RPL8;RPS6;RPL38;RPL14;RPL30;RPL13;RPS4X;RPL10;RPS29;MRPS12;RPS27;RPS3A;RPS28;RPL15;ZFP36L1;RPS16;PNRC1;ZFP36,RPLP1;RPS11;UBA52;RPL28;RPL36;RPL41;RPL22;RPL5;RPL37A;RPL24;RPL34;RPL26;RPL19;RPLP2;RPLP0;RPL36A;RPS20;RPS9;RPSA;RPS23;RPS5;RPS15;EIF4A2;RPS7;RPL31;RPS25;RPL6;RPL7;RPL23A;RPS21;RPL39;RPL10A;RPL11;RPL3;RPS8;RPL13A;RPL37;RPS15A;EIF3E;RPL18A;RPS27A;RPS19;RPL8;RPS6;RPL38;RPL14;RPL30;RPL13;RPS4X;RPL10;RPS29;MRPS12;RPS27;RPS3A;RPS28;RPL15
7_vs_p-L_DOWN,protein targeting to ER (GO:0045047),0.6306588426490658,1566.0896519222815,0.0,0.0,98,55,RPLP1;RPS11;UBA52;RPL28;RPL36;RPL41;RPL22;RPL5;RPL37A;RPL24;RPL34;RPL26;RPL19;RPLP2;RPLP0;RPL36A;RPS20;RPS9;RPSA;RPS23;RPS5;RPS15;RPS7;RPL31;RPS25;RPL6;RPL7;RPL23A;RPS21;RPL39;RPL10A;RPL11;RPL3;RPS8;RPL13A;RPL37;RPS15A;RPL18A;RPS27A;RPS19;RPL8;RPS6;RPL38;RPL14;RPL30;RPL13;RPS4X;RPL10;RPS29;MRPS12;RPS27;RPS3A;RPS28;RPL15;RPS16,RPLP1;RPS11;UBA52;RPL28;RPL36;RPL41;RPL22;RPL5;RPL37A;RPL24;RPL34;RPL26;RPL19;RPLP2;RPLP0;RPL36A;RPS20;RPS9;RPSA;RPS23;RPS5;RPS15;RPS7;RPL31;RPS25;RPL6;RPL7;RPL23A;RPS21;RPL39;RPL10A;RPL11;RPL3;RPS8;RPL13A;RPL37;RPS15A;RPL18A;RPS27A;RPS19;RPL8;RPS6;RPL38;RPL14;RPL30;RPL13;RPS4X;RPL10;RPS29;MRPS12;RPS27;RPS3A;RPS28;RPL15
7_vs_p-L_DOWN,rRNA metabolic process (GO:0016072),0.5395144963258182,3784.966040115307,0.0,0.0,201,59,RPLP1;RPS11;UBA52;RPL28;RPL36;RPL41;RPL22;RPL5;RPL37A;RPL24;RPL34;RPL26;RPL19;RPLP2;RPLP0;RPL36A;RPS20;RPS9;RPSA;RPS23;RPS5;RPS15;RPS7;RPL31;RPS25;RPL6;RPL7;RPL23A;RPS21;RPL39;RPL10A;RPL11;RPL3;RPS8;RPL13A;RPL37;RPS15A;RPL18A;RPS27A;RPS19;RPL8;RPS6;RPL38;RPL14;RPL30;FBL;RPL13;RPS4X;CSNK1D;RPL10;RPS29;MRPS12;RPS27;RPS3A;RPS28;RPL15;RIOK3;RPS16;ANG,RPLP1;RPS11;UBA52;RPL28;RPL36;RPL41;RPL22;RPL5;RPL37A;RPL24;RPL34;RPL26;RPL19;RPLP2;RPLP0;RPL36A;RPS20;RPS9;RPSA;RPS23;RPS5;RPS15;RPS7;RPL31;RPS25;RPL6;RPL7;RPL23A;RPS21;RPL39;RPL10A;RPL11;RPL3;RPS8;RPL13A;RPL37;RPS15A;RPL18A;RPS27A;RPS19;RPL8;RPS6;RPL38;RPL14;RPL30;FBL;RPL13;RPS4X;CSNK1D;RPL10;RPS29;MRPS12;RPS27;RPS3A;RPS28;RPL15
7_vs_p-L_DOWN,viral transcription (GO:0019083),0.6306588426490658,5197.641428692954,0.0,0.0,114,55,RPLP1;RPS11;UBA52;RPL28;RPL36;RPL41;RPL22;RPL5;RPL37A;RPL24;RPL34;RPL26;RPL19;RPLP2;RPLP0;RPL36A;RPS20;RPS9;RPSA;RPS23;RPS5;RPS15;RPS7;RPL31;RPS25;RPL6;RPL7;RPL23A;RPS21;RPL39;RPL10A;RPL11;RPL3;RPS8;RPL13A;RPL37;RPS15A;RPL18A;RPS27A;RPS19;RPL8;RPS6;RPL38;RPL14;RPL30;RPL13;RPS4X;RPL10;RPS29;MRPS12;RPS27;RPS3A;RPS28;RPL15;RPS16,RPLP1;RPS11;UBA52;RPL28;RPL36;RPL41;RPL22;RPL5;RPL37A;RPL24;RPL34;RPL26;RPL19;RPLP2;RPLP0;RPL36A;RPS20;RPS9;RPSA;RPS23;RPS5;RPS15;RPS7;RPL31;RPS25;RPL6;RPL7;RPL23A;RPS21;RPL39;RPL10A;RPL11;RPL3;RPS8;RPL13A;RPL37;RPS15A;RPL18A;RPS27A;RPS19;RPL8;RPS6;RPL38;RPL14;RPL30;RPL13;RPS4X;RPL10;RPS29;MRPS12;RPS27;RPS3A;RPS28;RPL15
7_vs_p-L_DOWN,cytoplasmic translation (GO:0002181),0.6645299145299156,480.7695103533635,0.0,0.013817975524758896,55,28,RPLP1;RPL36;RPL41;RPL22;RPL24;RPL26;RPL19;RPLP2;RPLP0;RPL36A;RPS20;RPS23;RPS7;RPL31;RPL6;RPL7;RPS21;RPL39;RPL10A;RPL11;RPL18A;RPL8;RPL38;RPL30;RPS29;RPS3A;RPS28;RPL15,RPLP1;RPL36;RPL41;RPL22;RPL24;RPL26;RPL19;RPLP2;RPLP0;RPL36A;RPS20;RPS23;RPS7;RPL31;RPL6;RPL7;RPS21;RPL39;RPL10A;RPL11;RPL18A;RPL8;RPL38;RPL30;RPS29;RPS3A;RPS28;RPL15
7_vs_p-L_DOWN,ribonucleoprotein complex assembly (GO:0022618),0.5017555867471888,366.72640282974817,0.0,0.019041038043686898,157,25,RPL5;RPL24;RPSA;RPS23;RPS5;RPS15;MRPS7;RPL6;SRSF5;RPL23A;RPL11;RPL3;RPS19;RPL38;DYNC1H1;YTHDC1;SF3A2;DDX6;RPS27L;RPL10;RPS27;RPS28;CIRBP;EIF2S3;EIF2D,RPL5;RPL24;RPSA;RPS23;RPS5;RPS15;MRPS7;RPL6;SRSF5;RPL23A;RPL11;RPL3;RPS19;RPL38;DYNC1H1;YTHDC1;SF3A2;DDX6;RPS27L;RPL10;RPS27;RPS28;CIRBP;EIF2S3
7_vs_p-L_DOWN,proteolysis (GO:0006508),-0.7662714626058656,-2.0653389533464748,0.0040941658137154556,0.15317714442718403,292,18,TINAGL1;CTSA;SRI;APH1A;AFG3L2;LGMN;SCPEP1;CPNE1;SPPL2A;PROC;RHBDL2;CTSD;MMP2;OLR1;CTSH;TMPRSS4;HTRA3;TMPRSS11E,CTSH;TMPRSS4;HTRA3;TMPRSS11E
7_vs_p-L_DOWN,regulation of translation (GO:0006417),0.26931673319070193,79.63496201593803,0.0,0.15733649404327743,214,21,GAPDH;RPL5;RPL26;EIF3H;EEF2;EIF4A2;EIF1;EIF2AK2;RPL13A;EIF3E;H3F3A;DDX6;RPS27L;RPS4X;RPL10;AGO2;RNF139;EIF1B;CIRBP;TOB1;BTG2,GAPDH;RPL5;RPL26;EIF3H;EEF2;EIF4A2;EIF1;EIF2AK2;RPL13A;EIF3E;H3F3A;DDX6;RPS27L;RPS4X;RPL10;AGO2;RNF139;EIF1B;CIRBP
7_vs_p-L_DOWN,regulation of signal transduction (GO:0009966),-0.6718476600148775,-1.8670730224935825,0.015608740894901144,0.33623413541303404,234,17,DYNLT1;CD55;SP100;SHARPIN;PTPN2;IGFBP6;CD24;IGFBP3;CLU;NCK1;DHRS3;AKR1C3;GATA3;TCF7L1;PLCE1;SEMA5A;EPHB6,CD24;IGFBP3;CLU;NCK1;DHRS3;AKR1C3;GATA3;TCF7L1;PLCE1;SEMA5A;EPHB6
0_vs_p-L_UP,Endometrial cancer,-0.19491525423728978,-101.47058823529412,0.0,0.0,58,22,MYC;HRAS;AXIN1;RAF1;MAP2K1;MAPK1;BAX;BAK1;ILK;AKT1;ELK1;NRAS;CCND1;GRB2;PDPK1;KRAS;MLH1;PTEN;MAP2K2;BAD;CTNNB1;GADD45A,MYC;HRAS;AXIN1;RAF1;MAP2K1;MAPK1;BAX;BAK1;ILK;AKT1;ELK1;NRAS;CCND1;GRB2;PDPK1;KRAS;MLH1;PTEN;MAP2K2;BAD;CTNNB1;GADD45A
0_vs_p-L_UP,Prolactin signaling pathway,-0.1939807194921257,-113.01369863013744,0.0,0.0,70,17,MAPK12;HRAS;MAPK9;RAF1;MAP2K1;MAPK1;MAPK13;AKT1;SOCS4;NRAS;CCND1;GRB2;KRAS;MAP2K2;STAT3;RELA;MAPK8,MAPK12;HRAS;MAPK9;RAF1;MAP2K1;MAPK1;MAPK13;AKT1;SOCS4;NRAS;CCND1;GRB2;KRAS;MAP2K2;STAT3;RELA;MAPK8
0_vs_p-L_UP,Renal cell carcinoma,-0.25229681978798335,-181.91780656004067,0.0,0.0,69,25,HRAS;TGFA;PTPN11;CUL2;RAF1;MAP2K1;MET;MAPK1;FH;TGFB1;AKT1;RAP1B;NRAS;VHL;GRB2;EGLN1;KRAS;MAP2K2;BAD;HIF1A;CRK;PAK1;EGLN2;PRCC;RAP1A,HRAS;TGFA;PTPN11;CUL2;RAF1;MAP2K1;MET;MAPK1;FH;TGFB1;AKT1;RAP1B;NRAS;VHL;GRB2;EGLN1;KRAS;MAP2K2;BAD;HIF1A;CRK;PAK1;EGLN2;PRCC;RAP1A
0_vs_p-L_UP,Ribosome biogenesis in eukaryotes,0.5693811774759374,1.9688689270393553,0.0,0.0031877411777864774,101,56,UTP14A;DKC1;RPP40;RIOK1;TCOF1;WDR43;WDR3;UTP4;NAT10;NOP58;NOP56;IMP4;GTPBP4;UTP15;WDR75;MDN1;POP5;GAR1;SBDS;RPP25;RCL1;NOB1;RAN;NHP2;UTP18;UTP6;RBM28;POP1;MPHOSPH10;RPP30;LSG1;NXF1;BMS1;RRP7A;NXT1;HEATR1;POP7;GNL3;AK6;GNL2;IMP3;POP4;WDR36;RIOK2;EIF6;SNU13;NOP10;RPP38;EMG1;REXO2;TBL3;XPO1;XRN2;CSNK2A1;NVL;CSNK2B,UTP14A;DKC1;RPP40;RIOK1;TCOF1;WDR43;WDR3;UTP4;NAT10;NOP58;NOP56;IMP4;GTPBP4;UTP15;WDR75;MDN1;POP5;GAR1;SBDS;RPP25;RCL1;NOB1;RAN;NHP2;UTP18;UTP6;RBM28;POP1;MPHOSPH10;RPP30;LSG1;NXF1;BMS1;RRP7A;NXT1;HEATR1;POP7;GNL3;AK6;GNL2;IMP3;POP4;WDR36;RIOK2
0_vs_p-L_UP,Antigen processing and presentation,0.5926343404408971,1.835486670565971,0.0,0.010929398323839351,77,18,HLA-G;HSPA8;HSP90AA1;HSP90AB1;HSPA4;PSME2;PSME3;HLA-DPB1;CD74;HSPA1B;HSPA1A;CTSL;TAP2;HSPA5;CANX;CTSB;NFYB;PDIA3,HLA-G;HSPA8;HSP90AA1;HSP90AB1;HSPA4;PSME2;PSME3;HLA-DPB1;CD74;HSPA1B;HSPA1A
0_vs_p-L_UP,Proteasome,0.5210687740351315,1.6790418876688566,0.0,0.09443683239192438,45,38,PSMD14;PSMA1;PSMD12;PSME2;PSME3;PSMD1;PSMA5;PSMD3;PSMC2;PSMD11;POMP;PSMC5;PSMD6;PSMA3;ADRM1;PSMD2;PSMD13;PSMA7;PSMA4;PSMB3;PSMC6;PSMB7;PSMB2;PSMA2;PSMD7;PSMC4;PSMB6;PSMB1;PSMB4;PSMC3;PSMD4;PSMC1;PSMB10;PSMF1;PSME4;PSMA6;PSMB5;PSMB8,PSMD14;PSMA1;PSMD12;PSME2;PSME3;PSMD1;PSMA5;PSMD3;PSMC2;PSMD11;POMP;PSMC5;PSMD6;PSMA3;ADRM1;PSMD2;PSMD13;PSMA7;PSMA4;PSMB3;PSMC6;PSMB7;PSMB2;PSMA2;PSMD7;PSMC4;PSMB6;PSMB1
0_vs_p-L_UP,Ferroptosis,-0.301598495533615,-78.83346157445266,0.0,0.3378995433789954,40,16,VDAC3;VDAC2;STEAP3;TFRC;PRNP;GCLC;ATG7;SLC39A8;NCOA4;MAP1LC3B;FTL;GCLM;SLC3A2;PCBP1;ATG5;GSS,VDAC3;VDAC2;STEAP3;TFRC;PRNP;GCLC;ATG7;SLC39A8;NCOA4;MAP1LC3B;FTL;GCLM;SLC3A2;PCBP1;ATG5;GSS
