pair,Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
p-Low_vs_p-LM2_DOWN,ribosome biogenesis (GO:0042254),0.6643356643356649,227.8066690063297,0.0,0.0,227,28,RPL6;RPS23;RPS26;RPL22;RPS24;RAN;RPL15;RPL30;RPSA;RPS15;RPL32;RPL14;RPL41;RPL35A;RPL36;RPL12;RPS27;RPL10;RPS17;RPL7A;RPL5;RPL34;RPL36A;RPL39;RPS6;RPS4X;RPS3;GNL3,RPL6;RPS23;RPS26;RPL22;RPS24;RAN;RPL15;RPL30;RPSA;RPS15;RPL32;RPL14;RPL41;RPL35A;RPL36;RPL12;RPS27;RPL10;RPS17;RPL7A;RPL5;RPL34;RPL36A;RPL39;RPS6;RPS4X;RPS3;GNL3
p-Low_vs_p-LM2_DOWN,cellular macromolecule biosynthetic process (GO:0034645),0.6198081628932836,147.65080698651138,0.0,0.0,368,29,RPL6;RPS23;RPS26;RPL22;RPS24;RPL15;RPL30;RPSA;RPS15;RPL32;RPL14;RPL41;RPL35A;RPL36;RPL12;RPS27;RPL10;RPS17;RPL7A;RPL5;RPL34;RPL36A;RPL39;BPTF;MRPS16;RPS6;RPS4X;RPS3;MRPL55,RPL6;RPS23;RPS26;RPL22;RPS24;RPL15;RPL30;RPSA;RPS15;RPL32;RPL14;RPL41;RPL35A;RPL36;RPL12;RPS27;RPL10;RPS17;RPL7A;RPL5;RPL34;RPL36A;RPL39;BPTF;MRPS16;RPS6;RPS4X;RPS3
p-Low_vs_p-LM2_DOWN,translation (GO:0006412),0.619106936380885,153.0854248814007,0.0,0.0,233,29,RPL6;RPS23;RPS26;RPL22;RPS24;RPL15;RPL30;RPSA;RPS15;RPL32;RPL14;RPL41;RPL35A;RPL36;RPL12;RPS27;ZC3H15;RPL10;RPS17;RPL7A;RPL5;RPL34;RPL36A;RPL39;MRPS16;RPS6;RPS4X;RPS3;MRPL55,RPL6;RPS23;RPS26;RPL22;RPS24;RPL15;RPL30;RPSA;RPS15;RPL32;RPL14;RPL41;RPL35A;RPL36;RPL12;RPS27;ZC3H15;RPL10;RPS17;RPL7A;RPL5;RPL34;RPL36A;RPL39;MRPS16;RPS6;RPS4X;RPS3
p-Low_vs_p-LM2_DOWN,peptide biosynthetic process (GO:0043043),0.6122998006754944,187.95588135921153,0.0,0.0,175,28,RPL6;RPS23;RPS26;RPL22;RPS24;RPL15;RPL30;RPSA;RPS15;RPL32;RPL14;RPL41;RPL35A;RPL36;RPL12;RPS27;RPL10;RPS17;RPL7A;RPL5;RPL34;RPL36A;RPL39;MRPS16;RPS6;RPS4X;RPS3;MRPL55,RPL6;RPS23;RPS26;RPL22;RPS24;RPL15;RPL30;RPSA;RPS15;RPL32;RPL14;RPL41;RPL35A;RPL36;RPL12;RPS27;RPL10;RPS17;RPL7A;RPL5;RPL34;RPL36A;RPL39;MRPS16;RPS6;RPS4X;RPS3
p-Low_vs_p-LM2_DOWN,cotranslational protein targeting to membrane (GO:0006613),0.6064636387593757,97.269969284799,0.0,0.008565310492505354,94,27,RPL6;RPS23;RPS26;RPL22;RPS24;RPL15;RPL30;RPSA;RPS15;RPL32;RPL14;RPL41;RPL35A;RPL36;RPL12;RPS27;RPL10;RPS17;RPL7A;RPL5;RPL34;RPL36A;RPL39;RPS6;RPS4X;RPS3;SSR2,RPL6;RPS23;RPS26;RPL22;RPS24;RPL15;RPL30;RPSA;RPS15;RPL32;RPL14;RPL41;RPL35A;RPL36;RPL12;RPS27;RPL10;RPS17;RPL7A;RPL5;RPL34;RPL36A;RPL39;RPS6;RPS4X;RPS3
p-Low_vs_p-LM2_DOWN,cellular protein metabolic process (GO:0044267),0.4542559485401535,159.10107217239647,0.0,0.0,485,34,RPL6;RPS23;RPS26;RPL22;RPS24;RPL15;RPL30;RPSA;TXN;RPS15;RPL32;RPL14;SPCS2;RPL41;RPL35A;RPL36;RPL12;RPS27;H3F3A;SEC11A;RPL10;RPS17;RPL7A;RPL5;RPL34;RPL36A;RPL39;MRPS16;RPS6;RPS4X;RPS3;MRPL55;PRSS23;TGFBI,RPL6;RPS23;RPS26;RPL22;RPS24;RPL15;RPL30;RPSA;TXN;RPS15;RPL32;RPL14;SPCS2;RPL41;RPL35A;RPL36;RPL12;RPS27;H3F3A;SEC11A;RPL10;RPS17;RPL7A;RPL5;RPL34;RPL36A;RPL39;MRPS16;RPS6;RPS4X;RPS3
p-Low_vs_p-LM2_DOWN,gene expression (GO:0010467),0.452721241428927,249.45394794767557,0.0,0.0,412,32,RPL6;RPS23;RPS26;RPL22;RPS24;RPL15;RPL30;RPSA;RPS15;RPL32;RPL14;RPL41;RPL35A;RPL36;RPL12;RPS27;RPL10;RPS17;RPL7A;RPL5;RPL34;RPL36A;RPL39;BPTF;MRPS16;RPS6;RPS4X;RPS3;FIP1L1;CHTOP;MRPL55;CELF2,RPL6;RPS23;RPS26;RPL22;RPS24;RPL15;RPL30;RPSA;RPS15;RPL32;RPL14;RPL41;RPL35A;RPL36;RPL12;RPS27;RPL10;RPS17;RPL7A;RPL5;RPL34;RPL36A;RPL39;BPTF;MRPS16;RPS6;RPS4X;RPS3
p-Low_vs_p-Brm2_UP,regulation of establishment of planar polarity (GO:0090175),0.8185204528928989,2.3763266105556466,0.0,0.00147617303315206,90,19,TIAM1;PRICKLE1;PSMD7;PSMC5;AP2A1;FZD6;AP2B1;PSMC3;PSMC4;PSMC1;PSMD6;RHOA;PSMA7;PSMC6;AP2M1;RAC1;PFN1;PSMA3;RPS27A,TIAM1;PRICKLE1
p-Low_vs_p-Brm2_UP,"Wnt signaling pathway, planar cell polarity pathway (GO:0060071)",0.8050405008323209,2.3121443313949346,0.0,0.009301371218924685,89,20,TIAM1;PRICKLE1;PSMD7;PSMC5;RYK;AP2A1;FZD6;AP2B1;PSMC3;PSMC4;PSMC1;PSMD6;RHOA;PSMA7;PSMC6;AP2M1;RAC1;PFN1;PSMA3;RPS27A,TIAM1;PRICKLE1
p-Low_vs_p-Brm2_UP,positive regulation of multicellular organismal process (GO:0051240),0.8043177327779263,2.245854131753264,0.002068252326783868,0.020110183350187483,203,17,TIAM1;TGFBR2;BAD;FOXA2;PRKCE;CAPN7;TRIM16;WWTR1;SOX9;DAB2;C1QBP;RTN4;EIF4G1;SOD1;ENO1;SRSF6;PFN1,TIAM1
p-Low_vs_p-Brm2_UP,Ras protein signal transduction (GO:0007265),0.7854605386433067,2.2828264197100108,0.0,0.014479332012134987,224,21,TIAM1;IFT22;RHOBTB3;TP53;TRIM28;MAPKAPK3;RASSF1;RRAS;DBNL;BRK1;RAC2;G3BP1;PLK2;CTNNAL1;RAB34;RHOA;CDC42EP3;KPNB1;PARK7;RAC1;CFL1,TIAM1
p-Low_vs_p-Brm2_UP,regulation of protein binding (GO:0043393),0.7842913496242123,2.2471454517480804,0.0041753653444676405,0.021066612595878505,112,17,TIAM1;PRKCD;ZFPM1;GAS8;BAX;AURKB;DAB2;CRK;AES;CAV1;AURKA;RPL11;PPP1CA;ITGB1BP1;PARK7;RAN;ACTB,TIAM1
p-Low_vs_p-Brm2_UP,non-canonical Wnt signaling pathway (GO:0035567),0.7829310183450301,2.2852098666521754,0.0010183299389002036,0.015073468736037182,128,21,TIAM1;PRICKLE1;NLK;PSMD7;PSMC5;RYK;AP2A1;FZD6;AP2B1;PSMC3;PSMC4;PSMC1;PSMD6;RHOA;PSMA7;PSMC6;AP2M1;RAC1;PFN1;PSMA3;RPS27A,TIAM1;PRICKLE1
p-Low_vs_p-Brm2_UP,positive regulation of cell motility (GO:2000147),0.7764494400361296,2.2177639591889826,0.0051387461459403904,0.02703727450194299,180,20,TIAM1;SEMA3A;LAMB1;SPHK1;MYADM;MYO1C;ELP5;HBEGF;SYNE2;TRIP6;DAB2;EDN1;CIB1;SPRY2;PDGFA;MIEN1;HSPA5;ELP6;EGFR;ACTN4,TIAM1;SEMA3A;LAMB1
p-Low_vs_p-Brm2_UP,positive regulation of programmed cell death (GO:0043068),0.7737995435778887,2.250442034916311,0.0030959752321981426,0.02074664925940884,258,20,TIAM1;TGM2;BAD;BAX;TP53;PSENEN;BID;TOP2A;RBM5;PNMA1;C1QBP;ECT2;PPID;CTNNBL1;SOD1;RNPS1;RAC1;HMGB1;PDCD5;RPS27A,TIAM1
p-Low_vs_p-Brm2_UP,positive regulation of cell migration (GO:0030335),0.7148770553010837,2.152688927456986,0.0030581039755351682,0.04393861123895218,222,28,TIAM1;SEMA3A;LAMB1;SPHK1;MYADM;MYO1C;PRKCE;CAPN7;ELP5;HBEGF;SYNE2;TRIP6;NIPBL;SOX9;DAB2;EDN1;CIB1;SPRY2;KIF20B;PDGFA;MIEN1;HSPA5;C1QBP;ELP6;RTN4;EGFR;PFN1;ACTN4,TIAM1;SEMA3A;LAMB1
p-Low_vs_p-Brm2_DOWN,peptide biosynthetic process (GO:0043043),0.31748512678482477,502.82766612188993,0.0,0.017370974085565705,175,43,RPL30;RPL3;RPL18A;RPS13;RPS28;MRPL34;RPS8;MRPL32;RPL37A;MRPS12;RPL5;RPLP2;MRPS6;RPL39L;MRPL35;RPL27A;DHPS;RPL34;PELO;MRPL13;MRPS15;MRPS5;MRPS18C;MRPL9;MRPS18B;RPL10A;MRPS9;MRPL37;MRPL23;RPS6;RPL31;ABCF1;RPS19;RPS4X;PABPC4;RPS18;RPL10;RPL39;MRPS14;RPL36A;RPL17;RPS10;MRPL55,RPL30;RPL3;RPL18A;RPS13;RPS28;MRPL34;RPS8;MRPL32;RPL37A;MRPS12;RPL5;RPLP2;MRPS6;RPL39L;MRPL35;RPL27A;DHPS;RPL34;PELO;MRPL13;MRPS15;MRPS5;MRPS18C;MRPL9;MRPS18B;RPL10A;MRPS9;MRPL37;MRPL23;RPS6;RPL31;ABCF1;RPS19;RPS4X;PABPC4;RPS18;RPL10;RPL39;MRPS14;RPL36A;RPL17;RPS10
p-Low_vs_p-Brm2_DOWN,nuclear-transcribed mRNA catabolic process (GO:0000956),0.28257135481073364,642.0495010900319,0.0,0.010808606097685327,175,35,RPL30;RPL3;RPL18A;RPS13;RPS28;RPS8;RPL37A;MRPS12;RPL5;UBA52;RPLP2;PABPC1;RPL27A;RPL34;PELO;EIF3E;THRAP3;EXOSC9;EIF4E;MAGOH;RPL10A;CSDE1;RPS6;RPL31;RPS19;RPS4X;EXOSC4;RPS18;RPL10;RPL39;ZCCHC11;RPL36A;RPL17;RPS10;UPF3B,RPL30;RPL3;RPL18A;RPS13;RPS28;RPS8;RPL37A;MRPS12;RPL5;UBA52;RPLP2;PABPC1;RPL27A;RPL34;PELO;EIF3E;THRAP3;EXOSC9;EIF4E;MAGOH;RPL10A;CSDE1;RPS6;RPL31;RPS19;RPS4X;EXOSC4;RPS18;RPL10;RPL39;ZCCHC11;RPL36A;RPL17;RPS10
p-Low_vs_p-Brm2_DOWN,translation (GO:0006412),0.27688787185354913,3165.513919747672,0.0,0.0,233,54,RPL30;RPL3;RPL18A;RPS13;RPS28;MRPL34;RPS8;MRPL32;RPL7L1;RPL37A;MRPS12;RPL5;RPLP2;MRPS6;RPL39L;MRPL35;EIF4H;RPL26L1;RPL27A;DHPS;EEF1E1;RPL34;PELO;MRPL13;ZC3H15;EPRS;MRPS15;MRPS5;IARS;MRPS18C;MRPL9;MRPS18B;RPL10A;MRPS9;MRPL37;MRPL23;RPS6;RPL31;ABCF1;RPS19;RPS4X;GATC;PABPC4;RPS18;RPL10;RPL39;MRPS14;RPL36A;NARS;RPL17;RPS10;MRPL55;MRPL2;PPA2,RPL30;RPL3;RPL18A;RPS13;RPS28;MRPL34;RPS8;MRPL32;RPL7L1;RPL37A;MRPS12;RPL5;RPLP2;MRPS6;RPL39L;MRPL35;EIF4H;RPL26L1;RPL27A;DHPS;EEF1E1;RPL34;PELO;MRPL13;ZC3H15;EPRS;MRPS15;MRPS5;IARS;MRPS18C;MRPL9;MRPS18B;RPL10A;MRPS9;MRPL37;MRPL23;RPS6;RPL31;ABCF1;RPS19;RPS4X;GATC;PABPC4;RPS18;RPL10;RPL39;MRPS14;RPL36A;NARS;RPL17;RPS10;MRPL55;MRPL2;PPA2
p-Low_vs_p-Brm2_DOWN,viral process (GO:0016032),0.2569615097612751,401.5419528602721,0.0,0.020266136433159984,221,44,RPL30;RPL3;RPL18A;RPS13;B2M;RPS28;RPS8;RPL37A;MRPS12;RPL5;UBA52;RPLP2;NUCKS1;RPL27A;DEK;EIF3G;VCP;RPL34;TSG101;NUP37;TPR;AP2S1;ARF1;FYN;RPL10A;RPS6;RPL31;EIF2AK4;IST1;RPS19;CHMP5;RPS4X;RPS18;RPL10;RPL39;MCTS1;RPL36A;GAS6;NDC1;RPL17;RPS10;SSB;HTATSF1;NEDD4L,RPL30;RPL3;RPL18A;RPS13;B2M;RPS28;RPS8;RPL37A;MRPS12;RPL5;UBA52;RPLP2;NUCKS1;RPL27A;DEK;EIF3G;VCP;RPL34;TSG101;NUP37;TPR;AP2S1;ARF1;FYN;RPL10A;RPS6;RPL31;EIF2AK4;IST1;RPS19;CHMP5;RPS4X;RPS18;RPL10;RPL39;MCTS1;RPL36A;GAS6;NDC1;RPL17;RPS10;SSB
p-Low_vs_p-Brm2_DOWN,ribosome biogenesis (GO:0042254),0.21749442701966365,408.7110737282577,0.0,0.019815777845756433,227,46,RPL30;RPL3;RPL18A;RPS13;RPS28;RPS8;NPM1;RPL37A;MRPS12;RPL5;UBA52;RPLP2;RPL26L1;RPL27A;RPL34;UTP4;EXOSC9;RPL10A;DKC1;NOL8;RPS6;RPL31;AAMP;UTP14A;NVL;LAS1L;RPS19;SDAD1;TEX10;RPS4X;EXOSC4;RPS18;RPL10;RPL39;RPL36A;DIEXF;EBNA1BP2;GNL1;RPL17;RPS10;RIOK3;ISG20L2;RPP21;WDR46;BYSL;RRP36,RPL30;RPL3;RPL18A;RPS13;RPS28;RPS8;NPM1;RPL37A;MRPS12;RPL5;UBA52;RPLP2;RPL26L1;RPL27A;RPL34;UTP4;EXOSC9;RPL10A;DKC1;NOL8;RPS6;RPL31;AAMP;UTP14A;NVL;LAS1L;RPS19;SDAD1;TEX10;RPS4X;EXOSC4;RPS18;RPL10;RPL39;RPL36A;DIEXF;EBNA1BP2;GNL1;RPL17;RPS10;RIOK3;ISG20L2;RPP21;WDR46;BYSL
p-Low_vs_p-Brm2_DOWN,rRNA metabolic process (GO:0016072),0.214661564930231,231.3022064656098,0.0,0.040532272866319975,201,43,RPL30;RPL3;RPL18A;RPS13;RPS28;RPS8;RPL37A;MRPS12;RPL5;UBA52;RPLP2;RPL27A;RPL34;UTP4;CD3EAP;EXOSC9;RPL10A;DKC1;NOL8;RPS6;RPL31;UTP14A;LAS1L;RPS19;TEX10;RPS4X;EXOSC4;RPS18;RPL10;SPIN1;RPL39;RPL36A;NIFK;DIEXF;EBNA1BP2;RPL17;RPS10;RIOK3;ISG20L2;RPP21;WDR46;BYSL;RRP36,RPL30;RPL3;RPL18A;RPS13;RPS28;RPS8;RPL37A;MRPS12;RPL5;UBA52;RPLP2;RPL27A;RPL34;UTP4;CD3EAP;EXOSC9;RPL10A;DKC1;NOL8;RPS6;RPL31;UTP14A;LAS1L;RPS19;TEX10;RPS4X;EXOSC4;RPS18;RPL10;SPIN1;RPL39;RPL36A;NIFK;DIEXF;EBNA1BP2;RPL17;RPS10;RIOK3;ISG20L2;RPP21;WDR46;BYSL
p-Low_vs_p-Brm2_DOWN,rRNA processing (GO:0006364),0.21019437307884462,432.405567530325,0.0,0.01925282961150199,203,40,RPL30;RPL3;RPL18A;RPS13;RPS28;RPS8;RPL37A;MRPS12;RPL5;UBA52;RPLP2;RPL27A;RPL34;UTP4;EXOSC9;RPL10A;DKC1;NOL8;RPS6;RPL31;UTP14A;LAS1L;RPS19;TEX10;RPS4X;EXOSC4;RPS18;RPL10;RPL39;RPL36A;DIEXF;EBNA1BP2;RPL17;RPS10;RIOK3;ISG20L2;RPP21;WDR46;BYSL;RRP36,RPL30;RPL3;RPL18A;RPS13;RPS28;RPS8;RPL37A;MRPS12;RPL5;UBA52;RPLP2;RPL27A;RPL34;UTP4;EXOSC9;RPL10A;DKC1;NOL8;RPS6;RPL31;UTP14A;LAS1L;RPS19;TEX10;RPS4X;EXOSC4;RPS18;RPL10;RPL39;RPL36A;DIEXF;EBNA1BP2;RPL17;RPS10;RIOK3;ISG20L2;RPP21;WDR46;BYSL
p-Low_vs_p-Brm2_DOWN,ncRNA processing (GO:0034470),0.1801460626550589,689.5250998498834,0.0,0.012970327317222391,228,48,RPL30;RPL3;RPL18A;RPS13;RPS28;RPS8;RPL37A;MRPS12;RPL5;UBA52;RPLP2;RPL27A;RPL34;UTP4;PRKRA;INTS10;EXOSC9;RPL10A;DKC1;MRPL44;NOL8;RPS6;RPL31;UTP14A;LAS1L;RPS19;TEX10;RPS4X;EXOSC4;RPS18;RPL10;RPL39;ZCCHC11;RPL36A;DIEXF;EBNA1BP2;RPL17;RPS10;INTS12;SSB;RIOK3;ISG20L2;RPP21;SMAD2;WDR46;BYSL;RRP36;INTS7,RPL30;RPL3;RPL18A;RPS13;RPS28;RPS8;RPL37A;MRPS12;RPL5;UBA52;RPLP2;RPL27A;RPL34;UTP4;PRKRA;INTS10;EXOSC9;RPL10A;DKC1;MRPL44;NOL8;RPS6;RPL31;UTP14A;LAS1L;RPS19;TEX10;RPS4X;EXOSC4;RPS18;RPL10;RPL39;ZCCHC11;RPL36A;DIEXF;EBNA1BP2;RPL17;RPS10;INTS12;SSB;RIOK3;ISG20L2;RPP21;SMAD2;WDR46;BYSL
p-Low_vs_p-BoM_DOWN,viral gene expression (GO:0019080),0.4077427417990912,123.4613498268345,0.0,0.04694148327766848,111,26,RPS14;RPS15A;RPL35;RPS21;RPL11;RPL10A;RPS18;RPL35A;RPL10;RPS8;RPS4X;RPL22;RPS3A;RPL8;RPS10;RPL6;RPLP0;RPL30;RPL36A;RPL39;RPL9;RPL5;EIF2AK4;RPL31;NUP153;RPS6,RPS14;RPS15A;RPL35;RPS21;RPL11;RPL10A;RPS18;RPL35A;RPL10;RPS8;RPS4X;RPL22;RPS3A;RPL8;RPS10;RPL6;RPLP0;RPL30;RPL36A;RPL39;RPL9;RPL5;EIF2AK4
p-Low_vs_p-BoM_DOWN,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)",0.39302678229676996,120.40838253936651,0.0,0.046217077671531624,113,30,RBM8A;RPS14;RPS15A;RPL35;RPS21;RPL11;RPL10A;RPS18;RPL35A;RPL10;RPS8;RPS4X;EIF3E;RPL22;RPS3A;RPL8;PPP2CA;RPS10;RPL6;RPLP0;RPL30;RPL36A;RPL39;RPL9;RNPS1;RPL5;PABPC1;RPL31;RPS6;UPF3B,RBM8A;RPS14;RPS15A;RPL35;RPS21;RPL11;RPL10A;RPS18;RPL35A;RPL10;RPS8;RPS4X;EIF3E;RPL22;RPS3A;RPL8;PPP2CA;RPS10;RPL6;RPLP0;RPL30;RPL36A;RPL39;RPL9;RNPS1;RPL5
p-Low_vs_p-BoM_DOWN,cellular macromolecule biosynthetic process (GO:0034645),0.340869565217392,997.880324241925,0.0,0.009562154001006544,368,43,RPS14;RPS15A;RPL35;RPS21;RPL11;RPL10A;RPS18;RPL35A;RSL1D1;NAP1L1;PTMA;RPL10;RPS8;RPS4X;RPL22;RPS3A;RPL8;MRPL42;RPS10;POLR2F;RPL6;MRPS36;RPLP0;RPL30;RPL36A;RPL39;RPL9;RNPS1;RPL5;MRPS18B;CLSPN;TOPORS;MRPL13;ORC6;RPA2;ABCF1;REV1;POLR2K;RPL31;ST3GAL4;MRPS5;RPS6;POLR2A,RPS14;RPS15A;RPL35;RPS21;RPL11;RPL10A;RPS18;RPL35A;RSL1D1;NAP1L1;PTMA;RPL10;RPS8;RPS4X;RPL22;RPS3A;RPL8;MRPL42;RPS10;POLR2F;RPL6;MRPS36;RPLP0;RPL30;RPL36A;RPL39;RPL9;RNPS1;RPL5;MRPS18B;CLSPN;TOPORS;MRPL13;ORC6;RPA2;ABCF1;REV1;POLR2K;RPL31;ST3GAL4;MRPS5;RPS6;POLR2A
